Sex,Age,Region,Value
Males,70 - 74,Gowanbrae,34
Females,70 - 74,Gowanbrae,75
Males,70 - 74,Hadfield,83
Females,70 - 74,Hadfield,130
Males,70 - 74,Sunbury,178
Females,70 - 74,Sunbury,175
Males,70 - 74,Sunbury - South,387
Females,70 - 74,Sunbury - South,510
Males,70 - 74,Broadmeadows,181
Females,70 - 74,Broadmeadows,218
Males,70 - 74,Campbellfield - Coolaroo,313
Females,70 - 74,Campbellfield - Coolaroo,316
Males,70 - 74,Gladstone Park - Westmeadows,414
Females,70 - 74,Gladstone Park - Westmeadows,402
Males,70 - 74,Greenvale - Bulla,229
Females,70 - 74,Greenvale - Bulla,185
Males,70 - 74,Meadow Heights,180
Females,70 - 74,Meadow Heights,180
Males,70 - 74,Melbourne Airport,0
Females,70 - 74,Melbourne Airport,0
Males,70 - 74,Roxburgh Park - Somerton,176
Females,70 - 74,Roxburgh Park - Somerton,179
Males,70 - 74,Tullamarine,143
Females,70 - 74,Tullamarine,151
Males,70 - 74,Craigieburn - Central,90
Females,70 - 74,Craigieburn - Central,90
Males,70 - 74,Craigieburn - North,43
Females,70 - 74,Craigieburn - North,57
Males,70 - 74,Craigieburn - South,96
Females,70 - 74,Craigieburn - South,93
Males,70 - 74,Craigieburn - West,83
Females,70 - 74,Craigieburn - West,102
Males,70 - 74,Mickleham - Yuroke,33
Females,70 - 74,Mickleham - Yuroke,39
Males,70 - 74,Bayswater,239
Females,70 - 74,Bayswater,283
Males,70 - 74,Knoxfield - Scoresby,258
Females,70 - 74,Knoxfield - Scoresby,336
Males,70 - 74,Lysterfield,53
Females,70 - 74,Lysterfield,63
Males,70 - 74,Rowville - Central,210
Females,70 - 74,Rowville - Central,203
Males,70 - 74,Rowville - North,94
Females,70 - 74,Rowville - North,116
Males,70 - 74,Rowville - South,162
Females,70 - 74,Rowville - South,170
Males,70 - 74,Wantirna,260
Females,70 - 74,Wantirna,282
Males,70 - 74,Wantirna South,309
Females,70 - 74,Wantirna South,401
Males,70 - 74,Boronia,421
Females,70 - 74,Boronia,478
Males,70 - 74,Ferntree Gully (North),284
Females,70 - 74,Ferntree Gully (North),334
Males,70 - 74,Ferntree Gully (South) - Upper Ferntree Gully,239
Females,70 - 74,Ferntree Gully (South) - Upper Ferntree Gully,279
Males,70 - 74,The Basin,66
Females,70 - 74,The Basin,64
Males,70 - 74,Donvale - Park Orchards,352
Females,70 - 74,Donvale - Park Orchards,402
Males,70 - 74,Warrandyte - Wonga Park,199
Females,70 - 74,Warrandyte - Wonga Park,171
Males,70 - 74,Bayswater North,157
Females,70 - 74,Bayswater North,187
Males,70 - 74,Croydon Hills - Warranwood,274
Females,70 - 74,Croydon Hills - Warranwood,320
Males,70 - 74,Ringwood,294
Females,70 - 74,Ringwood,358
Males,70 - 74,Ringwood East,385
Females,70 - 74,Ringwood East,475
Males,70 - 74,Ringwood North,202
Females,70 - 74,Ringwood North,237
Males,70 - 74,Croydon - East,249
Females,70 - 74,Croydon - East,338
Males,70 - 74,Croydon - West,267
Females,70 - 74,Croydon - West,334
Males,70 - 74,Croydon South,105
Females,70 - 74,Croydon South,91
Males,70 - 74,Forest Hill,201
Females,70 - 74,Forest Hill,264
Males,70 - 74,Mitcham (Vic.),275
Females,70 - 74,Mitcham (Vic.),354
Males,70 - 74,Nunawading,169
Females,70 - 74,Nunawading,236
Males,70 - 74,Vermont,241
Females,70 - 74,Vermont,292
Males,70 - 74,Vermont South,320
Females,70 - 74,Vermont South,342
Males,70 - 74,Belgrave - Selby,164
Females,70 - 74,Belgrave - Selby,130
Males,70 - 74,Chirnside Park,233
Females,70 - 74,Chirnside Park,236
Males,70 - 74,Healesville - Yarra Glen,359
Females,70 - 74,Healesville - Yarra Glen,352
Males,70 - 74,Kilsyth,216
Females,70 - 74,Kilsyth,255
Males,70 - 74,Lilydale - Coldstream,342
Females,70 - 74,Lilydale - Coldstream,378
Males,70 - 74,Monbulk - Silvan,130
Females,70 - 74,Monbulk - Silvan,124
Males,70 - 74,Montrose,132
Females,70 - 74,Montrose,133
Males,70 - 74,Mooroolbark,398
Females,70 - 74,Mooroolbark,445
Males,70 - 74,Mount Dandenong - Olinda,219
Females,70 - 74,Mount Dandenong - Olinda,198
Males,70 - 74,Mount Evelyn,148
Females,70 - 74,Mount Evelyn,165
Males,70 - 74,Upwey - Tecoma,120
Females,70 - 74,Upwey - Tecoma,136
Males,70 - 74,Wandin - Seville,145
Females,70 - 74,Wandin - Seville,129
Males,70 - 74,Yarra Valley,362
Females,70 - 74,Yarra Valley,341
Males,70 - 74,Beaconsfield - Officer,144
Females,70 - 74,Beaconsfield - Officer,130
Males,70 - 74,Bunyip - Garfield,199
Females,70 - 74,Bunyip - Garfield,177
Males,70 - 74,Emerald - Cockatoo,326
Females,70 - 74,Emerald - Cockatoo,295
Males,70 - 74,Koo Wee Rup,162
Females,70 - 74,Koo Wee Rup,135
Males,70 - 74,Pakenham - North,215
Females,70 - 74,Pakenham - North,254
Males,70 - 74,Pakenham - South,385
Females,70 - 74,Pakenham - South,509
Males,70 - 74,Berwick - North,409
Females,70 - 74,Berwick - North,566
Males,70 - 74,Berwick - South,213
Females,70 - 74,Berwick - South,240
Males,70 - 74,Doveton,166
Females,70 - 74,Doveton,197
Males,70 - 74,Hallam,156
Females,70 - 74,Hallam,159
Males,70 - 74,Narre Warren North,139
Females,70 - 74,Narre Warren North,128
Males,70 - 74,Endeavour Hills - North,181
Females,70 - 74,Endeavour Hills - North,172
Males,70 - 74,Endeavour Hills - South,216
Females,70 - 74,Endeavour Hills - South,210
Males,70 - 74,Narre Warren - North East,149
Females,70 - 74,Narre Warren - North East,154
Males,70 - 74,Narre Warren - South West,172
Females,70 - 74,Narre Warren - South West,206
Males,70 - 74,Cranbourne,283
Females,70 - 74,Cranbourne,293
Males,70 - 74,Cranbourne East,252
Females,70 - 74,Cranbourne East,311
Males,70 - 74,Cranbourne North,170
Females,70 - 74,Cranbourne North,196
Males,70 - 74,Cranbourne South,180
Females,70 - 74,Cranbourne South,144
Males,70 - 74,Cranbourne West,91
Females,70 - 74,Cranbourne West,73
Males,70 - 74,Hampton Park - Lynbrook,316
Females,70 - 74,Hampton Park - Lynbrook,276
Males,70 - 74,Lynbrook - Lyndhurst,114
Females,70 - 74,Lynbrook - Lyndhurst,77
Males,70 - 74,Pearcedale - Tooradin,162
Females,70 - 74,Pearcedale - Tooradin,120
Males,70 - 74,Narre Warren South (East),148
Females,70 - 74,Narre Warren South (East),167
Males,70 - 74,Narre Warren South (West),147
Females,70 - 74,Narre Warren South (West),151
Males,70 - 74,Clarinda - Oakleigh South,282
Females,70 - 74,Clarinda - Oakleigh South,295
Males,70 - 74,Clayton South,205
Females,70 - 74,Clayton South,238
Males,70 - 74,Dandenong,398
Females,70 - 74,Dandenong,466
Males,70 - 74,Dandenong North,429
Females,70 - 74,Dandenong North,477
Males,70 - 74,Dingley Village,254
Females,70 - 74,Dingley Village,264
Males,70 - 74,Keysborough,442
Females,70 - 74,Keysborough,434
Males,70 - 74,Noble Park North,175
Females,70 - 74,Noble Park North,180
Males,70 - 74,Springvale,333
Females,70 - 74,Springvale,386
Males,70 - 74,Springvale South,205
Females,70 - 74,Springvale South,208
Males,70 - 74,Noble Park - East,161
Females,70 - 74,Noble Park - East,177
Males,70 - 74,Noble Park - West,352
Females,70 - 74,Noble Park - West,340
Males,70 - 74,Ashwood - Chadstone,244
Females,70 - 74,Ashwood - Chadstone,299
Males,70 - 74,Clayton,156
Females,70 - 74,Clayton,212
Males,70 - 74,Glen Waverley - East,529
Females,70 - 74,Glen Waverley - East,564
Males,70 - 74,Glen Waverley - West,301
Females,70 - 74,Glen Waverley - West,397
Males,70 - 74,Mount Waverley - North,271
Females,70 - 74,Mount Waverley - North,356
Males,70 - 74,Mount Waverley - South,315
Females,70 - 74,Mount Waverley - South,414
Males,70 - 74,Mulgrave,444
Females,70 - 74,Mulgrave,493
Males,70 - 74,Oakleigh - Huntingdale,303
Females,70 - 74,Oakleigh - Huntingdale,335
Males,70 - 74,Wheelers Hill,594
Females,70 - 74,Wheelers Hill,599
Males,70 - 74,Ardeer - Albion,112
Females,70 - 74,Ardeer - Albion,129
Males,70 - 74,Cairnlea,94
Females,70 - 74,Cairnlea,66
Males,70 - 74,Deer Park - Derrimut,304
Females,70 - 74,Deer Park - Derrimut,298
Males,70 - 74,Delahey,118
Females,70 - 74,Delahey,132
Males,70 - 74,Keilor Downs,274
Females,70 - 74,Keilor Downs,238
Males,70 - 74,Kings Park (Vic.),250
Females,70 - 74,Kings Park (Vic.),244
Males,70 - 74,St Albans - North,371
Females,70 - 74,St Albans - North,396
Males,70 - 74,St Albans - South,288
Females,70 - 74,St Albans - South,349
Males,70 - 74,Sunshine,110
Females,70 - 74,Sunshine,135
Males,70 - 74,Sunshine North,182
Females,70 - 74,Sunshine North,202
Males,70 - 74,Sunshine West,368
Females,70 - 74,Sunshine West,446
Males,70 - 74,Sydenham,123
Females,70 - 74,Sydenham,125
Males,70 - 74,Taylors Lakes,288
Females,70 - 74,Taylors Lakes,246
Males,70 - 74,Altona,289
Females,70 - 74,Altona,299
Males,70 - 74,Altona Meadows,288
Females,70 - 74,Altona Meadows,335
Males,70 - 74,Altona North,238
Females,70 - 74,Altona North,336
Males,70 - 74,Newport,192
Females,70 - 74,Newport,205
Males,70 - 74,Seabrook,52
Females,70 - 74,Seabrook,73
Males,70 - 74,Williamstown,258
Females,70 - 74,Williamstown,246
Males,70 - 74,Braybrook,177
Females,70 - 74,Braybrook,214
Males,70 - 74,Footscray,157
Females,70 - 74,Footscray,139
Males,70 - 74,Maribyrnong,119
Females,70 - 74,Maribyrnong,115
Males,70 - 74,Seddon - Kingsville,54
Females,70 - 74,Seddon - Kingsville,100
Males,70 - 74,West Footscray - Tottenham,114
Females,70 - 74,West Footscray - Tottenham,122
Males,70 - 74,Yarraville,135
Females,70 - 74,Yarraville,167
Males,70 - 74,Bacchus Marsh,361
Females,70 - 74,Bacchus Marsh,438
Males,70 - 74,Hillside,184
Females,70 - 74,Hillside,153
Males,70 - 74,Melton,331
Females,70 - 74,Melton,328
Males,70 - 74,Melton South,307
Females,70 - 74,Melton South,283
Males,70 - 74,Melton West,189
Females,70 - 74,Melton West,207
Males,70 - 74,Rockbank - Mount Cottrell,37
Females,70 - 74,Rockbank - Mount Cottrell,45
Males,70 - 74,Taylors Hill,144
Females,70 - 74,Taylors Hill,133
Males,70 - 74,Burnside,60
Females,70 - 74,Burnside,75
Males,70 - 74,Burnside Heights,26
Females,70 - 74,Burnside Heights,17
Males,70 - 74,Caroline Springs,173
Females,70 - 74,Caroline Springs,154
Males,70 - 74,Hoppers Crossing - North,234
Females,70 - 74,Hoppers Crossing - North,186
Males,70 - 74,Hoppers Crossing - South,393
Females,70 - 74,Hoppers Crossing - South,338
Males,70 - 74,Laverton,58
Females,70 - 74,Laverton,54
Males,70 - 74,Tarneit,187
Females,70 - 74,Tarneit,221
Males,70 - 74,Truganina,100
Females,70 - 74,Truganina,102
Males,70 - 74,Werribee - South,211
Females,70 - 74,Werribee - South,249
Males,70 - 74,Wyndham Vale,176
Females,70 - 74,Wyndham Vale,178
Males,70 - 74,Point Cook - East,64
Females,70 - 74,Point Cook - East,55
Males,70 - 74,Point Cook - North,158
Females,70 - 74,Point Cook - North,207
Males,70 - 74,Point Cook - South,57
Females,70 - 74,Point Cook - South,50
Males,70 - 74,Werribee - East,268
Females,70 - 74,Werribee - East,321
Males,70 - 74,Werribee - West,148
Females,70 - 74,Werribee - West,144
Males,70 - 74,Carrum Downs,267
Females,70 - 74,Carrum Downs,300
Males,70 - 74,Frankston,372
Females,70 - 74,Frankston,493
Males,70 - 74,Frankston North,421
Females,70 - 74,Frankston North,530
Males,70 - 74,Frankston South,395
Females,70 - 74,Frankston South,473
Males,70 - 74,Langwarrin,364
Females,70 - 74,Langwarrin,411
Males,70 - 74,Seaford (Vic.),341
Females,70 - 74,Seaford (Vic.),369
Males,70 - 74,Skye - Sandhurst,154
Females,70 - 74,Skye - Sandhurst,145
Males,70 - 74,Dromana,431
Females,70 - 74,Dromana,440
Males,70 - 74,Flinders,174
Females,70 - 74,Flinders,190
Males,70 - 74,Hastings - Somers,510
Females,70 - 74,Hastings - Somers,570
Males,70 - 74,Mornington,737
Females,70 - 74,Mornington,962
Males,70 - 74,Mount Eliza,452
Females,70 - 74,Mount Eliza,493
Males,70 - 74,Mount Martha,445
Females,70 - 74,Mount Martha,509
Males,70 - 74,Point Nepean,711
Females,70 - 74,Point Nepean,713
Males,70 - 74,Rosebud - McCrae,701
Females,70 - 74,Rosebud - McCrae,838
Males,70 - 74,Somerville,328
Females,70 - 74,Somerville,367
Males,70 - 74,Ballarat,1967
Females,70 - 74,Ballarat,2221
Males,70 - 74,Alfredton,185
Females,70 - 74,Alfredton,184
Males,70 - 74,Ballarat,262
Females,70 - 74,Ballarat,299
Males,70 - 74,Ballarat - North,432
Females,70 - 74,Ballarat - North,491
Males,70 - 74,Ballarat - South,449
Females,70 - 74,Ballarat - South,530
Males,70 - 74,Buninyong,115
Females,70 - 74,Buninyong,126
Males,70 - 74,Delacombe,128
Females,70 - 74,Delacombe,128
Males,70 - 74,Smythes Creek,72
Females,70 - 74,Smythes Creek,52
Males,70 - 74,Wendouree - Miners Rest,330
Females,70 - 74,Wendouree - Miners Rest,412
Males,70 - 74,Creswick - Daylesford - Ballan,812
Females,70 - 74,Creswick - Daylesford - Ballan,749
Males,70 - 74,Bacchus Marsh Region,150
Females,70 - 74,Bacchus Marsh Region,138
Males,70 - 74,Creswick - Clunes,237
Females,70 - 74,Creswick - Clunes,229
Males,70 - 74,Daylesford,285
Females,70 - 74,Daylesford,255
Males,70 - 74,Gordon (Vic.),142
Females,70 - 74,Gordon (Vic.),132
Males,70 - 74,Maryborough - Pyrenees,886
Females,70 - 74,Maryborough - Pyrenees,828
Males,70 - 74,Avoca,138
Females,70 - 74,Avoca,124
Males,70 - 74,Beaufort,156
Females,70 - 74,Beaufort,132
Males,70 - 74,Golden Plains - North,111
Females,70 - 74,Golden Plains - North,93
Males,70 - 74,Maryborough (Vic.),267
Females,70 - 74,Maryborough (Vic.),294
Males,70 - 74,Maryborough Region,206
Females,70 - 74,Maryborough Region,176
Males,70 - 74,Bendigo,1755
Females,70 - 74,Bendigo,1997
Males,70 - 74,Bendigo,269
Females,70 - 74,Bendigo,281
Males,70 - 74,California Gully - Eaglehawk,233
Females,70 - 74,California Gully - Eaglehawk,258
Males,70 - 74,East Bendigo - Kennington,302
Females,70 - 74,East Bendigo - Kennington,357
Males,70 - 74,Flora Hill - Spring Gully,128
Females,70 - 74,Flora Hill - Spring Gully,161
Males,70 - 74,Kangaroo Flat - Golden Square,440
Females,70 - 74,Kangaroo Flat - Golden Square,553
Males,70 - 74,Maiden Gully,72
Females,70 - 74,Maiden Gully,67
Males,70 - 74,Strathfieldsaye,140
Females,70 - 74,Strathfieldsaye,122
Males,70 - 74,White Hills - Ascot,174
Females,70 - 74,White Hills - Ascot,196
Males,70 - 74,Heathcote - Castlemaine - Kyneton,1335
Females,70 - 74,Heathcote - Castlemaine - Kyneton,1291
Males,70 - 74,Bendigo Region - South,165
Females,70 - 74,Bendigo Region - South,117
Males,70 - 74,Castlemaine,270
Females,70 - 74,Castlemaine,325
Males,70 - 74,Castlemaine Region,284
Females,70 - 74,Castlemaine Region,252
Males,70 - 74,Heathcote,180
Females,70 - 74,Heathcote,157
Males,70 - 74,Kyneton,266
Females,70 - 74,Kyneton,278
Males,70 - 74,Woodend,176
Females,70 - 74,Woodend,160
Males,70 - 74,Loddon - Elmore,347
Females,70 - 74,Loddon - Elmore,279
Males,70 - 74,Bendigo Region - North,105
Females,70 - 74,Bendigo Region - North,84
Males,70 - 74,Loddon,241
Females,70 - 74,Loddon,194
Males,70 - 74,Barwon - West,382
Females,70 - 74,Barwon - West,312
Males,70 - 74,Bannockburn,113
Females,70 - 74,Bannockburn,80
Males,70 - 74,Golden Plains - South,141
Females,70 - 74,Golden Plains - South,113
Males,70 - 74,Winchelsea,131
Females,70 - 74,Winchelsea,115
Males,70 - 74,Geelong,3527
Females,70 - 74,Geelong,4020
Males,70 - 74,Belmont,249
Females,70 - 74,Belmont,345
Males,70 - 74,Corio - Norlane,504
Females,70 - 74,Corio - Norlane,493
Males,70 - 74,Geelong,221
Females,70 - 74,Geelong,246
Males,70 - 74,Geelong West - Hamlyn Heights,283
Females,70 - 74,Geelong West - Hamlyn Heights,345
Males,70 - 74,Grovedale,428
Females,70 - 74,Grovedale,518
Males,70 - 74,Highton,418
Females,70 - 74,Highton,466
Males,70 - 74,Lara,295
Females,70 - 74,Lara,272
Males,70 - 74,Leopold,309
Females,70 - 74,Leopold,304
Males,70 - 74,Newcomb - Moolap,318
Females,70 - 74,Newcomb - Moolap,419
Males,70 - 74,Newtown (Vic.),188
Females,70 - 74,Newtown (Vic.),229
Males,70 - 74,North Geelong - Bell Park,316
Females,70 - 74,North Geelong - Bell Park,386
Males,70 - 74,Surf Coast - Bellarine Peninsula,1928
Females,70 - 74,Surf Coast - Bellarine Peninsula,2043
Males,70 - 74,Clifton Springs,356
Females,70 - 74,Clifton Springs,404
Males,70 - 74,Lorne - Anglesea,186
Females,70 - 74,Lorne - Anglesea,166
Males,70 - 74,Ocean Grove - Barwon Heads,485
Females,70 - 74,Ocean Grove - Barwon Heads,543
Males,70 - 74,Portarlington,361
Females,70 - 74,Portarlington,358
Males,70 - 74,Point Lonsdale - Queenscliff,193
Females,70 - 74,Point Lonsdale - Queenscliff,218
Males,70 - 74,Torquay,346
Females,70 - 74,Torquay,350
Males,70 - 74,Upper Goulburn Valley,1620
Females,70 - 74,Upper Goulburn Valley,1536
Males,70 - 74,Alexandra,294
Females,70 - 74,Alexandra,203
Males,70 - 74,Euroa,223
Females,70 - 74,Euroa,254
Males,70 - 74,Kilmore - Broadford,277
Females,70 - 74,Kilmore - Broadford,332
Males,70 - 74,Mansfield (Vic.),295
Females,70 - 74,Mansfield (Vic.),254
Males,70 - 74,Nagambie,126
Females,70 - 74,Nagambie,127
Males,70 - 74,Seymour,145
Females,70 - 74,Seymour,167
Males,70 - 74,Seymour Region,94
Females,70 - 74,Seymour Region,74
Males,70 - 74,Upper Yarra Valley,3
Females,70 - 74,Upper Yarra Valley,3
Males,70 - 74,Yea,166
Females,70 - 74,Yea,130
Males,70 - 74,Wangaratta - Benalla,1262
Females,70 - 74,Wangaratta - Benalla,1344
Males,70 - 74,Benalla,305
Females,70 - 74,Benalla,335
Males,70 - 74,Benalla Region,102
Females,70 - 74,Benalla Region,95
Males,70 - 74,Rutherglen,138
Females,70 - 74,Rutherglen,101
Males,70 - 74,Wangaratta,444
Females,70 - 74,Wangaratta,553
Males,70 - 74,Wangaratta Region,276
Females,70 - 74,Wangaratta Region,264
Males,70 - 74,Beechworth,127
Females,70 - 74,Beechworth,126
Males,70 - 74,Bright - Mount Beauty,262
Females,70 - 74,Bright - Mount Beauty,246
Males,70 - 74,Chiltern - Indigo Valley,79
Females,70 - 74,Chiltern - Indigo Valley,51
Males,70 - 74,Myrtleford,112
Females,70 - 74,Myrtleford,136
Males,70 - 74,Towong,207
Females,70 - 74,Towong,194
Males,70 - 74,West Wodonga,234
Females,70 - 74,West Wodonga,267
Males,70 - 74,Wodonga,429
Females,70 - 74,Wodonga,493
Males,70 - 74,Yackandandah,110
Females,70 - 74,Yackandandah,85
Males,70 - 74,Drouin,398
Females,70 - 74,Drouin,408
Males,70 - 74,Mount Baw Baw Region,200
Females,70 - 74,Mount Baw Baw Region,164
Males,70 - 74,Trafalgar (Vic.),183
Females,70 - 74,Trafalgar (Vic.),175
Males,70 - 74,Warragul,482
Females,70 - 74,Warragul,528
Males,70 - 74,Alps - East,0
Females,70 - 74,Alps - East,0
Males,70 - 74,Bairnsdale,383
Females,70 - 74,Bairnsdale,436
Males,70 - 74,Bruthen - Omeo,275
Females,70 - 74,Bruthen - Omeo,213
Males,70 - 74,Lake King,0
Females,70 - 74,Lake King,0
Males,70 - 74,Lakes Entrance,456
Females,70 - 74,Lakes Entrance,412
Males,70 - 74,Orbost,254
Females,70 - 74,Orbost,236
Males,70 - 74,Paynesville,363
Females,70 - 74,Paynesville,295
Males,70 - 74,Foster,334
Females,70 - 74,Foster,303
Males,70 - 74,French Island,7
Females,70 - 74,French Island,3
Males,70 - 74,Korumburra,210
Females,70 - 74,Korumburra,242
Males,70 - 74,Leongatha,298
Females,70 - 74,Leongatha,309
Males,70 - 74,Phillip Island,351
Females,70 - 74,Phillip Island,384
Males,70 - 74,Wilsons Promontory,0
Females,70 - 74,Wilsons Promontory,0
Males,70 - 74,Wonthaggi - Inverloch,777
Females,70 - 74,Wonthaggi - Inverloch,829
Males,70 - 74,Churchill,278
Females,70 - 74,Churchill,231
Males,70 - 74,Moe - Newborough,405
Females,70 - 74,Moe - Newborough,395
Males,70 - 74,Morwell,328
Females,70 - 74,Morwell,370
Males,70 - 74,Traralgon,478
Females,70 - 74,Traralgon,570
Males,70 - 74,Yallourn North - Glengarry,81
Females,70 - 74,Yallourn North - Glengarry,62
Males,70 - 74,Alps - West,3
Females,70 - 74,Alps - West,0
Males,70 - 74,Longford - Loch Sport,159
Females,70 - 74,Longford - Loch Sport,113
Males,70 - 74,Maffra,305
Females,70 - 74,Maffra,353
Males,70 - 74,Rosedale,91
Females,70 - 74,Rosedale,80
Males,70 - 74,Sale,286
Females,70 - 74,Sale,327
Males,70 - 74,Yarram,175
Females,70 - 74,Yarram,144
Males,70 - 74,Ararat,226
Females,70 - 74,Ararat,233
Males,70 - 74,Ararat Region,95
Females,70 - 74,Ararat Region,84
Males,70 - 74,Horsham,328
Females,70 - 74,Horsham,422
Males,70 - 74,Horsham Region,76
Females,70 - 74,Horsham Region,67
Males,70 - 74,Nhill Region,209
Females,70 - 74,Nhill Region,205
Males,70 - 74,St Arnaud,118
Females,70 - 74,St Arnaud,113
Males,70 - 74,Stawell,223
Females,70 - 74,Stawell,232
Males,70 - 74,West Wimmera,80
Females,70 - 74,West Wimmera,91
Males,70 - 74,Yarriambiack,207
Females,70 - 74,Yarriambiack,213
Males,70 - 74,Irymple,149
Females,70 - 74,Irymple,129
Males,70 - 74,Merbein,109
Females,70 - 74,Merbein,94
Males,70 - 74,Mildura Region,113
Females,70 - 74,Mildura Region,61
Males,70 - 74,Red Cliffs,123
Females,70 - 74,Red Cliffs,103
Males,70 - 74,Mildura - North,380
Females,70 - 74,Mildura - North,395
Males,70 - 74,Mildura - South,303
Females,70 - 74,Mildura - South,340
Males,70 - 74,Buloke,174
Females,70 - 74,Buloke,170
Males,70 - 74,Gannawarra,248
Females,70 - 74,Gannawarra,218
Males,70 - 74,Kerang,103
